Quote,Date,Open,High,Low,Close,Adj Close,Volume
TSLA,2023-03-08,185.039993,186.5,180.0,182.0,182.0,151897800
TSLA,2023-03-09,180.25,185.179993,172.509995,172.919998,172.919998,170023800
TSLA,2023-03-10,175.130005,178.289993,168.440002,173.440002,173.440002,191488900
TSLA,2023-03-13,167.460007,177.350006,163.910004,174.479996,174.479996,167790300
TSLA,2023-03-14,177.309998,183.800003,177.139999,183.259995,183.259995,143717900
TSLA,2023-03-15,180.800003,182.339996,176.029999,180.449997,180.449997,145995600
TSLA,2023-03-16,180.369995,185.809998,178.839996,184.130005,184.130005,121136800
TSLA,2023-03-17,184.520004,186.220001,177.330002,180.130005,180.130005,133197100
TSLA,2023-03-20,178.080002,186.440002,176.350006,183.25,183.25,129684400
TSLA,2023-03-21,188.279999,198.0,188.039993,197.580002,197.580002,153391400
TSLA,2023-03-22,199.300003,200.660004,190.949997,191.149994,191.149994,150376400
TSLA,2023-03-23,195.259995,199.309998,188.649994,192.220001,192.220001,144193900
TSLA,2023-03-24,191.649994,192.360001,187.149994,190.410004,190.410004,116312400
TSLA,2023-03-27,194.419998,197.389999,189.940002,191.809998,191.809998,120851600
TSLA,2023-03-28,192.0,192.350006,185.429993,189.190002,189.190002,98654600
TSLA,2023-03-29,193.130005,195.289993,189.440002,193.880005,193.880005,123660000
TSLA,2023-03-30,195.580002,197.330002,194.419998,195.279999,195.279999,110252200
TSLA,2023-03-31,197.529999,207.789993,197.199997,207.460007,207.460007,170222100
TSLA,2023-04-03,199.910004,202.690002,192.199997,194.770004,194.770004,169545900
TSLA,2023-04-04,197.320007,198.740005,190.320007,192.580002,192.580002,126463800
TSLA,2023-04-05,190.520004,190.679993,183.759995,185.520004,185.520004,133882500
TSLA,2023-04-06,183.080002,186.389999,179.740005,185.059998,185.059998,123857900
TSLA,2023-04-10,179.940002,185.100006,176.110001,184.509995,184.509995,142154600
TSLA,2023-04-11,186.690002,189.190002,185.649994,186.789993,186.789993,115770900
TSLA,2023-04-12,190.740005,191.580002,180.309998,180.539993,180.539993,150256300
TSLA,2023-04-13,182.960007,186.5,180.940002,185.899994,185.899994,112933000
TSLA,2023-04-14,183.949997,186.279999,182.009995,185.0,185.0,96438700
TSLA,2023-04-17,186.320007,189.690002,182.690002,187.039993,187.039993,116662200
TSLA,2023-04-18,187.149994,187.690002,183.580002,184.309998,184.309998,92067000
TSLA,2023-04-19,179.100006,183.5,177.649994,180.589996,180.589996,125732700
TSLA,2023-04-20,166.169998,169.699997,160.559998,162.990005,162.990005,210970800
TSLA,2023-04-21,164.800003,166.0,161.320007,165.080002,165.080002,123539000
TSLA,2023-04-24,164.649994,165.649994,158.610001,162.550003,162.550003,140006600
TSLA,2023-04-25,159.820007,163.470001,158.75,160.669998,160.669998,121999300
TSLA,2023-04-26,160.289993,160.669998,153.139999,153.75,153.75,153364100
TSLA,2023-04-27,152.639999,160.479996,152.369995,160.190002,160.190002,127015200
TSLA,2023-04-28,160.899994,165.0,157.320007,164.309998,164.309998,122515800
TSLA,2023-05-01,163.169998,163.279999,158.830002,161.830002,161.830002,109015000
TSLA,2023-05-02,161.880005,165.490005,158.929993,160.309998,160.309998,128259700
TSLA,2023-05-03,160.009995,165.0,159.910004,160.610001,160.610001,119728000
TSLA,2023-05-04,162.710007,162.949997,159.649994,161.199997,161.199997,95108500
TSLA,2023-05-05,163.970001,170.789993,163.509995,170.059998,170.059998,107440900
TSLA,2023-05-08,173.720001,173.800003,169.190002,171.789993,171.789993,112249400
TSLA,2023-05-09,168.949997,169.820007,166.559998,169.149994,169.149994,88965000
TSLA,2023-05-10,172.550003,174.429993,166.679993,168.539993,168.539993,119840700
TSLA,2023-05-11,168.699997,173.570007,166.789993,172.080002,172.080002,103889900
TSLA,2023-05-12,176.070007,177.380005,167.229996,167.979996,167.979996,157577100
TSLA,2023-05-15,167.660004,169.759995,164.550003,166.350006,166.350006,105592500
TSLA,2023-05-16,165.649994,169.520004,164.350006,166.520004,166.520004,98288800
TSLA,2023-05-17,168.410004,174.5,167.190002,173.860001,173.860001,125473600
TSLA,2023-05-18,174.220001,177.059998,172.449997,176.889999,176.889999,109520300
TSLA,2023-05-19,177.169998,181.949997,176.309998,180.139999,180.139999,136024200
TSLA,2023-05-22,180.699997,189.320007,180.110001,188.869995,188.869995,132001400
TSLA,2023-05-23,186.199997,192.960007,185.259995,185.770004,185.770004,156952100
TSLA,2023-05-24,182.229996,184.220001,178.220001,182.899994,182.899994,137605100
TSLA,2023-05-25,186.539993,186.779999,180.580002,184.470001,184.470001,96870700
TSLA,2023-05-26,184.619995,198.600006,184.529999,193.169998,193.169998,162061500
TSLA,2023-05-30,200.100006,204.479996,197.529999,201.160004,201.160004,128818700
TSLA,2023-05-31,199.779999,203.949997,195.119995,203.929993,203.929993,150711700
TSLA,2023-06-01,202.589996,209.800003,199.369995,207.520004,207.520004,148029900
TSLA,2023-06-02,210.149994,217.25,209.75,213.970001,213.970001,164129000
TSLA,2023-06-05,217.800003,221.289993,214.520004,217.610001,217.610001,151143100
TSLA,2023-06-06,216.139999,221.910004,212.529999,221.309998,221.309998,146911600
TSLA,2023-06-07,228.0,230.830002,223.199997,224.570007,224.570007,185710800
TSLA,2023-06-08,224.220001,235.229996,223.009995,234.860001,234.860001,164489700
TSLA,2023-06-09,249.070007,252.419998,242.020004,244.399994,244.399994,199882300
TSLA,2023-06-12,247.940002,250.970001,244.589996,249.830002,249.830002,150337900
TSLA,2023-06-13,253.509995,259.679993,251.339996,258.709991,258.709991,162384300
TSLA,2023-06-14,260.170013,261.570007,250.5,256.790009,256.790009,170575500
TSLA,2023-06-15,248.399994,258.950012,247.289993,255.899994,255.899994,160171200
TSLA,2023-06-16,258.920013,263.600006,257.209991,260.540009,260.540009,167563700
TSLA,2023-06-20,261.5,274.75,261.119995,274.450012,274.450012,165611200
TSLA,2023-06-21,275.130005,276.98999,257.779999,259.459991,259.459991,211797100
TSLA,2023-06-22,250.770004,265.0,248.25,264.609985,264.609985,166875900
TSLA,2023-06-23,259.290009,262.450012,252.800003,256.600006,256.600006,176584100
TSLA,2023-06-26,250.070007,258.369995,240.699997,241.050003,241.050003,179990600
TSLA,2023-06-27,243.240005,250.389999,240.850006,250.210007,250.210007,164968200
TSLA,2023-06-28,249.699997,259.880005,248.889999,256.23999,256.23999,159770800
TSLA,2023-06-29,258.029999,260.73999,253.610001,257.5,257.5,131283400
TSLA,2023-06-30,260.600006,264.450012,259.890015,261.769989,261.769989,112267600
TSLA,2023-07-03,276.48999,284.25,275.109985,279.820007,279.820007,119685900
TSLA,2023-07-05,278.820007,283.850006,277.600006,282.480011,282.480011,131530900
TSLA,2023-07-06,278.089996,279.970001,272.880005,276.540009,276.540009,120332100
TSLA,2023-07-07,278.429993,280.779999,273.769989,274.429993,274.429993,113602000
TSLA,2023-07-10,276.470001,277.519989,265.100006,269.609985,269.609985,119425400
TSLA,2023-07-11,268.649994,270.899994,266.369995,269.790009,269.790009,91972400
TSLA,2023-07-12,276.329987,276.519989,271.459991,271.98999,271.98999,95672100
TSLA,2023-07-13,274.589996,279.450012,270.600006,277.899994,277.899994,112681500
TSLA,2023-07-14,277.01001,285.299988,276.309998,281.380005,281.380005,119771100
TSLA,2023-07-17,286.630005,292.230011,283.570007,290.380005,290.380005,131569600
TSLA,2023-07-18,290.149994,295.26001,286.01001,293.339996,293.339996,112434700
TSLA,2023-07-19,296.040009,299.290009,289.519989,291.26001,291.26001,142355400
TSLA,2023-07-20,279.559998,280.929993,261.200012,262.899994,262.899994,175158300
TSLA,2023-07-21,268.0,268.0,255.800003,260.019989,260.019989,161050100
TSLA,2023-07-24,255.850006,269.850006,254.119995,269.059998,269.059998,136508500
TSLA,2023-07-25,272.380005,272.899994,265.0,265.279999,265.279999,112757300
TSLA,2023-07-26,263.25,268.040009,261.75,264.350006,264.350006,95856200
TSLA,2023-07-27,268.309998,269.130005,255.300003,255.710007,255.710007,103697300
TSLA,2023-07-28,259.859985,267.25,258.230011,266.440002,266.440002,111446000
TSLA,2023-07-31,267.480011,269.079987,263.779999,267.429993,267.429993,84582200
TSLA,2023-08-01,266.26001,266.470001,260.25,261.070007,261.070007,83166000
TSLA,2023-08-02,255.570007,259.519989,250.490005,254.110001,254.110001,101752900
TSLA,2023-08-03,252.039993,260.48999,252.0,259.320007,259.320007,97569100
TSLA,2023-08-04,260.970001,264.769989,253.110001,253.860001,253.860001,99242600
TSLA,2023-08-07,251.449997,253.649994,242.759995,251.449997,251.449997,111097900
TSLA,2023-08-08,247.449997,250.919998,245.009995,249.699997,249.699997,96642200
TSLA,2023-08-09,250.869995,251.100006,241.899994,242.190002,242.190002,101596300
TSLA,2023-08-10,245.399994,251.800003,243.0,245.339996,245.339996,109498600
TSLA,2023-08-11,241.770004,243.789993,238.020004,242.649994,242.649994,98866600
TSLA,2023-08-14,235.699997,240.660004,233.75,239.759995,239.759995,98595300
TSLA,2023-08-15,238.729996,240.5,232.610001,232.960007,232.960007,88197600
TSLA,2023-08-16,228.020004,233.970001,225.380005,225.600006,225.600006,112484500
TSLA,2023-08-17,226.059998,226.740005,218.830002,219.220001,219.220001,120718400
TSLA,2023-08-18,214.119995,217.580002,212.360001,215.490005,215.490005,135813700
TSLA,2023-08-21,221.550003,232.130005,220.580002,231.279999,231.279999,135702700
TSLA,2023-08-22,240.25,240.820007,229.550003,233.190002,233.190002,130597900
TSLA,2023-08-23,229.339996,238.979996,229.289993,236.860001,236.860001,101077600
TSLA,2023-08-24,238.660004,238.919998,228.179993,230.039993,230.039993,99777400
TSLA,2023-08-25,231.309998,239.0,230.350006,238.589996,238.589996,106612200
TSLA,2023-08-28,242.580002,244.380005,235.350006,238.820007,238.820007,107673700
TSLA,2023-08-29,238.580002,257.480011,237.770004,257.179993,257.179993,134047600
TSLA,2023-08-30,254.199997,260.51001,250.589996,256.899994,256.899994,121988400
TSLA,2023-08-31,255.979996,261.179993,255.050003,258.079987,258.079987,108861700
TSLA,2023-09-01,257.26001,259.079987,242.009995,245.009995,245.009995,132272500
TSLA,2023-09-05,245.0,258.0,244.860001,256.48999,256.48999,129469600
TSLA,2023-09-06,255.139999,255.389999,245.059998,251.919998,251.919998,116959800
TSLA,2023-09-07,245.070007,252.809998,243.270004,251.490005,251.490005,115312900
TSLA,2023-09-08,251.220001,256.519989,246.669998,248.5,248.5,118367700
TSLA,2023-09-11,264.269989,274.850006,260.609985,273.579987,273.579987,174667900
TSLA,2023-09-12,270.76001,278.390015,266.600006,267.480011,267.480011,135999900
TSLA,2023-09-13,270.070007,274.980011,268.100006,271.299988,271.299988,111673700
TSLA,2023-09-14,271.320007,276.709991,270.420013,276.040009,276.040009,107709800
TSLA,2023-09-15,277.549988,278.980011,271.0,274.390015,274.390015,133422800
TSLA,2023-09-18,271.160004,271.440002,263.76001,265.279999,265.279999,101543300
TSLA,2023-09-19,264.350006,267.850006,261.200012,266.5,266.5,103704000
TSLA,2023-09-20,267.040009,273.929993,262.459991,262.589996,262.589996,122514600
TSLA,2023-09-21,257.850006,260.859985,254.210007,255.699997,255.699997,119531000
TSLA,2023-09-22,257.399994,257.790009,244.479996,244.880005,244.880005,127524100
TSLA,2023-09-25,243.380005,247.100006,238.309998,246.990005,246.990005,104636600
TSLA,2023-09-26,242.979996,249.550003,241.660004,244.119995,244.119995,101993600
TSLA,2023-09-27,244.259995,245.330002,234.580002,240.5,240.5,136597200
TSLA,2023-09-28,240.020004,247.550003,238.649994,246.380005,246.380005,117058900
TSLA,2023-09-29,250.0,254.770004,246.350006,250.220001,250.220001,128346200
TSLA,2023-10-02,244.809998,254.279999,242.619995,251.600006,251.600006,123810400
TSLA,2023-10-03,248.610001,250.020004,244.449997,246.529999,246.529999,101985300
TSLA,2023-10-04,248.139999,261.859985,247.600006,261.160004,261.160004,129721600
TSLA,2023-10-05,260.0,263.600006,256.25,260.049988,260.049988,119159200
TSLA,2023-10-06,253.979996,261.649994,250.649994,260.529999,260.529999,117947000
TSLA,2023-10-09,255.309998,261.359985,252.050003,259.670013,259.670013,101377900
TSLA,2023-10-10,257.75,268.940002,257.649994,263.619995,263.619995,122656000
TSLA,2023-10-11,266.200012,268.600006,260.899994,262.98999,262.98999,103706300
TSLA,2023-10-12,262.920013,265.410004,256.630005,258.869995,258.869995,111508100
TSLA,2023-10-13,258.899994,259.600006,250.220001,251.119995,251.119995,102073800
TSLA,2023-10-16,250.050003,255.399994,248.479996,253.919998,253.919998,88917200
TSLA,2023-10-17,250.100006,257.179993,247.080002,254.850006,254.850006,93562900
TSLA,2023-10-18,252.699997,254.630005,242.080002,242.679993,242.679993,125147800
TSLA,2023-10-19,225.949997,230.610001,216.779999,220.110001,220.110001,170772700
TSLA,2023-10-20,217.009995,218.860001,210.419998,211.990005,211.990005,137734000
TSLA,2023-10-23,210.0,216.979996,202.509995,212.080002,212.080002,150683400
TSLA,2023-10-24,216.5,222.050003,214.110001,216.520004,216.520004,118231100
TSLA,2023-10-25,215.880005,220.100006,212.199997,212.419998,212.419998,107065100
TSLA,2023-10-26,211.320007,214.800003,204.880005,205.759995,205.759995,115112600
TSLA,2023-10-27,210.600006,212.410004,205.770004,207.300003,207.300003,94881200
TSLA,2023-10-30,209.279999,210.880005,194.669998,197.360001,197.360001,136448200
TSLA,2023-10-31,196.119995,202.800003,194.070007,200.839996,200.839996,118068300
TSLA,2023-11-01,204.039993,205.990005,197.850006,205.660004,205.660004,121661700
TSLA,2023-11-02,212.970001,219.199997,211.449997,218.509995,218.509995,125987600
TSLA,2023-11-03,221.149994,226.369995,218.399994,219.960007,219.960007,119281000
TSLA,2023-11-06,223.979996,226.320007,215.0,219.270004,219.270004,117335800
TSLA,2023-11-07,219.979996,223.119995,215.720001,222.179993,222.179993,116900100
TSLA,2023-11-08,223.149994,224.149994,217.639999,222.110001,222.110001,106584800
TSLA,2023-11-09,219.75,220.800003,206.679993,209.979996,209.979996,142110500
TSLA,2023-11-10,210.029999,215.380005,205.690002,214.649994,214.649994,130994000
TSLA,2023-11-13,215.600006,225.399994,211.610001,223.710007,223.710007,140447600
TSLA,2023-11-14,235.029999,238.139999,230.720001,237.410004,237.410004,149771600
TSLA,2023-11-15,239.289993,246.699997,236.449997,242.839996,242.839996,150354000
TSLA,2023-11-16,239.490005,240.880005,230.960007,233.589996,233.589996,136816800
TSLA,2023-11-17,232.0,237.389999,226.539993,234.300003,234.300003,142532800
TSLA,2023-11-20,234.039993,237.100006,231.020004,235.600006,235.600006,116320100
TSLA,2023-11-21,235.039993,243.619995,233.339996,241.199997,241.199997,122288000
TSLA,2023-11-22,242.039993,244.009995,231.399994,234.210007,234.210007,117950600
TSLA,2023-11-24,233.75,238.75,232.330002,235.449997,235.449997,65125200
TSLA,2023-11-27,236.889999,238.330002,232.100006,236.080002,236.080002,112031800
TSLA,2023-11-28,236.679993,247.0,234.009995,246.720001,246.720001,148549900
TSLA,2023-11-29,249.210007,252.75,242.759995,244.139999,244.139999,135401300
TSLA,2023-11-30,245.139999,245.220001,236.910004,240.080002,240.080002,132353200
TSLA,2023-12-01,233.139999,240.190002,231.899994,238.830002,238.830002,121173500
TSLA,2023-12-04,235.75,239.369995,233.289993,235.580002,235.580002,104099800
TSLA,2023-12-05,233.869995,246.660004,233.699997,238.720001,238.720001,137971100
TSLA,2023-12-06,242.919998,246.570007,239.169998,239.369995,239.369995,126436200
TSLA,2023-12-07,241.550003,244.080002,236.979996,242.639999,242.639999,107142300
TSLA,2023-12-08,240.270004,245.270004,239.270004,243.839996,243.839996,102980100
TSLA,2023-12-11,242.740005,243.440002,237.449997,239.740005,239.740005,97913900
TSLA,2023-12-12,238.550003,238.990005,233.869995,237.009995,237.009995,95328300
TSLA,2023-12-13,234.190002,240.300003,228.199997,239.289993,239.289993,146286300
TSLA,2023-12-14,241.220001,253.880005,240.789993,251.050003,251.050003,160829200
TSLA,2023-12-15,251.210007,254.130005,248.300003,253.5,253.5,135720800
TSLA,2023-12-18,253.779999,258.73999,251.360001,252.080002,252.080002,116416500
TSLA,2023-12-19,253.479996,258.339996,253.009995,257.220001,257.220001,106737400
TSLA,2023-12-20,256.410004,259.839996,247.0,247.139999,247.139999,125097000
TSLA,2023-12-21,251.899994,254.800003,248.550003,254.5,254.5,109594200
TSLA,2023-12-22,256.76001,258.220001,251.369995,252.539993,252.539993,93249800
TSLA,2023-12-26,254.490005,257.970001,252.910004,256.609985,256.609985,86892400
TSLA,2023-12-27,258.350006,263.339996,257.519989,261.440002,261.440002,106494400
TSLA,2023-12-28,263.660004,265.130005,252.710007,253.179993,253.179993,113619900
TSLA,2023-12-29,255.100006,255.190002,247.429993,248.479996,248.479996,100615300
TSLA,2024-01-02,250.080002,251.25,244.410004,248.419998,248.419998,104654200
TSLA,2024-01-03,244.979996,245.679993,236.320007,238.449997,238.449997,121082600
TSLA,2024-01-04,239.25,242.699997,237.729996,237.929993,237.929993,102629300
TSLA,2024-01-05,236.860001,240.119995,234.899994,237.490005,237.490005,92379400
TSLA,2024-01-08,236.139999,241.25,235.300003,240.449997,240.449997,85166600
TSLA,2024-01-09,238.110001,238.960007,232.039993,234.960007,234.960007,96705700
TSLA,2024-01-10,235.100006,235.5,231.289993,233.940002,233.940002,91628500
TSLA,2024-01-11,230.570007,230.929993,225.369995,227.220001,227.220001,105873600
TSLA,2024-01-12,220.080002,225.339996,217.149994,218.889999,218.889999,122889000
TSLA,2024-01-16,215.100006,223.490005,212.179993,219.910004,219.910004,115355000
TSLA,2024-01-17,214.860001,215.669998,212.009995,215.550003,215.550003,103164400
TSLA,2024-01-18,216.880005,217.449997,208.740005,211.880005,211.880005,108595400
TSLA,2024-01-19,209.990005,213.190002,207.559998,212.190002,212.190002,102095800
TSLA,2024-01-22,212.259995,217.800003,206.270004,208.800003,208.800003,117952500
TSLA,2024-01-23,211.300003,215.649994,207.75,209.139999,209.139999,106605900
TSLA,2024-01-24,211.880005,212.729996,206.770004,207.830002,207.830002,123369900
TSLA,2024-01-25,189.699997,193.0,180.059998,182.630005,182.630005,198076800
TSLA,2024-01-26,185.5,186.779999,182.100006,183.25,183.25,107063400
SWVL,2023-01-26,4.14,4.14,3.466,3.65,3.65,559400
SWVL,2023-01-27,3.46,3.47,3.06,3.18,3.18,343900
SWVL,2023-01-30,3.31,3.35,3.06,3.24,3.24,233400
SWVL,2023-01-31,3.24,3.36,3.02,3.16,3.16,273000
SWVL,2023-02-01,3.23,3.23,3.03,3.16,3.16,378000
SWVL,2023-02-02,3.28,3.28,3.1,3.18,3.18,563800
SWVL,2023-02-03,3.2,3.25,3.06,3.2,3.2,231100
SWVL,2023-02-06,3.18,3.2,3.042,3.11,3.11,227600
SWVL,2023-02-07,3.05,3.14,3.01,3.13,3.13,125700
SWVL,2023-02-08,3.13,3.174,2.79,2.86,2.86,200400
SWVL,2023-02-09,2.93,2.93,2.71,2.75,2.75,112200
SWVL,2023-02-10,2.75,2.75,2.41,2.47,2.47,215900
SWVL,2023-02-13,2.45,2.46,2.3,2.375,2.375,101300
SWVL,2023-02-14,2.35,2.422,2.25,2.39,2.39,54700
SWVL,2023-02-15,2.34,2.55,2.34,2.45,2.45,82800
SWVL,2023-02-16,2.41,2.53,2.24,2.292,2.292,87800
SWVL,2023-02-17,2.28,2.33,2.11,2.24,2.24,71700
SWVL,2023-02-21,2.17,2.29,2.11,2.12,2.12,57900
SWVL,2023-02-22,2.11,2.23,2.07,2.16,2.16,34600
SWVL,2023-02-23,2.18,2.2,2.02,2.06,2.06,153400
SWVL,2023-02-24,2.04,2.1,1.86,1.95,1.95,115400
SWVL,2023-02-27,1.89,2.07,1.89,2.066,2.066,61000
SWVL,2023-02-28,2.031,2.12,1.95,2.04,2.04,63300
SWVL,2023-03-01,2.04,2.24,2.03,2.06,2.06,77100
SWVL,2023-03-02,2.0,2.055,1.83,1.88,1.88,85000
SWVL,2023-03-03,1.94,2.0,1.87,1.95,1.95,65400
SWVL,2023-03-06,1.95,1.95,1.85,1.91,1.91,25800
SWVL,2023-03-07,1.91,1.95,1.79,1.82,1.82,30600
SWVL,2023-03-08,1.79,1.85,1.675,1.71,1.71,37900
SWVL,2023-03-09,1.69,1.77,1.517,1.58,1.58,168300
SWVL,2023-03-10,1.61,1.62,1.5,1.5,1.5,75400
SWVL,2023-03-13,1.47,1.55,1.42,1.55,1.55,76300
SWVL,2023-03-14,1.54,1.7,1.51,1.54,1.54,96400
SWVL,2023-03-15,1.52,1.59,1.4,1.45,1.45,65200
SWVL,2023-03-16,1.41,1.46,1.353,1.4,1.4,120300
SWVL,2023-03-17,1.4,1.41,1.22,1.29,1.29,75700
SWVL,2023-03-20,1.29,1.301,1.23,1.23,1.23,44700
SWVL,2023-03-21,1.27,1.3,1.16,1.22,1.22,97700
SWVL,2023-03-22,1.197,1.239,1.15,1.16,1.16,74900
SWVL,2023-03-23,1.17,1.27,1.11,1.22,1.22,115700
SWVL,2023-03-24,1.185,1.2,1.17,1.18,1.18,36200
SWVL,2023-03-27,1.23,1.3,1.193,1.3,1.3,80500
SWVL,2023-03-28,1.299,1.35,1.25,1.25,1.25,87200
SWVL,2023-03-29,1.29,1.31,1.25,1.31,1.31,12200
SWVL,2023-03-30,1.32,1.41,1.32,1.33,1.33,33500
SWVL,2023-03-31,1.323,1.395,1.32,1.33,1.33,64300
SWVL,2023-04-03,1.2,1.22,1.12,1.16,1.16,168500
SWVL,2023-04-04,1.171,1.23,1.165,1.18,1.18,28000
SWVL,2023-04-05,1.18,1.189,1.12,1.12,1.12,29000
SWVL,2023-04-06,1.132,1.148,1.08,1.11,1.11,28000
SWVL,2023-04-10,1.11,1.15,1.07,1.1,1.1,24400
SWVL,2023-04-11,1.1,1.15,1.08,1.08,1.08,84400
SWVL,2023-04-12,1.07,1.139,1.06,1.1,1.1,30800
SWVL,2023-04-13,1.1,1.11,1.07,1.09,1.09,49400
SWVL,2023-04-14,1.06,1.12,1.04,1.077,1.077,145000
SWVL,2023-04-17,1.11,1.13,1.05,1.1,1.1,122700
SWVL,2023-04-18,1.11,1.14,1.07,1.14,1.14,67400
SWVL,2023-04-19,1.13,1.16,1.11,1.13,1.13,47600
SWVL,2023-04-20,1.13,1.38,1.13,1.34,1.34,282700
SWVL,2023-04-21,1.36,1.36,1.16,1.25,1.25,138400
SWVL,2023-04-24,1.19,1.245,1.13,1.2,1.2,37000
SWVL,2023-04-25,1.25,1.25,1.18,1.22,1.22,57900
SWVL,2023-04-26,1.24,1.26,1.13,1.22,1.22,40300
SWVL,2023-04-27,1.23,1.267,1.18,1.2,1.2,35600
SWVL,2023-04-28,1.24,1.24,1.17,1.17,1.17,35500
SWVL,2023-05-01,1.28,1.29,1.19,1.21,1.21,62800
SWVL,2023-05-02,1.24,1.241,1.2,1.23,1.23,37700
SWVL,2023-05-03,1.21,1.25,1.18,1.23,1.23,22500
SWVL,2023-05-04,1.21,1.22,1.17,1.216,1.216,22700
SWVL,2023-05-05,1.2,1.23,1.175,1.2,1.2,35800
SWVL,2023-05-08,1.17,1.26,1.14,1.17,1.17,32100
SWVL,2023-05-09,1.22,1.26,1.13,1.16,1.16,18200
SWVL,2023-05-10,1.1,1.4,1.1,1.24,1.24,222800
SWVL,2023-05-11,1.24,1.27,1.155,1.22,1.22,22700
SWVL,2023-05-12,1.16,1.25,1.16,1.2,1.2,15600
SWVL,2023-05-15,1.18,1.23,1.13,1.22,1.22,34100
SWVL,2023-05-16,1.2,1.34,1.2,1.3,1.3,181800
SWVL,2023-05-17,1.3,1.46,1.261,1.3,1.3,85000
SWVL,2023-05-18,1.28,1.31,1.2,1.31,1.31,32300
SWVL,2023-05-19,1.34,1.34,1.21,1.23,1.23,39700
SWVL,2023-05-22,1.29,1.29,1.19,1.19,1.19,20200
SWVL,2023-05-23,1.24,1.242,1.2,1.24,1.24,15800
SWVL,2023-05-24,1.27,1.27,1.154,1.21,1.21,22400
SWVL,2023-05-25,1.15,1.218,1.15,1.18,1.18,27000
SWVL,2023-05-26,1.18,1.18,1.14,1.15,1.15,10000
SWVL,2023-05-30,1.18,1.19,1.13,1.17,1.17,23900
SWVL,2023-05-31,1.2,1.22,1.13,1.2,1.2,11700
SWVL,2023-06-01,1.17,1.2,1.13,1.16,1.16,10900
SWVL,2023-06-02,1.173,1.24,1.17,1.19,1.19,12700
SWVL,2023-06-05,1.164,1.215,1.164,1.19,1.19,13200
SWVL,2023-06-06,1.21,1.22,1.159,1.18,1.18,21100
SWVL,2023-06-07,1.172,1.24,1.16,1.21,1.21,19700
SWVL,2023-06-08,1.205,1.28,1.16,1.23,1.23,31800
SWVL,2023-06-09,1.23,1.27,1.203,1.22,1.22,31600
SWVL,2023-06-12,1.237,1.35,1.23,1.3,1.3,63300
SWVL,2023-06-13,1.26,1.3,1.25,1.26,1.26,36800
SWVL,2023-06-14,1.31,1.35,1.19,1.19,1.19,58300
SWVL,2023-06-15,1.2,1.259,1.126,1.16,1.16,47000
SWVL,2023-06-16,1.18,1.21,1.14,1.14,1.14,17900
SWVL,2023-06-20,1.15,1.28,1.15,1.2,1.2,32700
SWVL,2023-06-21,1.21,1.222,1.15,1.17,1.17,28900
SWVL,2023-06-22,1.2,1.22,1.17,1.18,1.18,15500
SWVL,2023-06-23,1.17,1.21,1.16,1.16,1.16,36800
SWVL,2023-06-26,1.21,1.21,1.14,1.2,1.2,24100
SWVL,2023-06-27,1.2,1.21,1.17,1.19,1.19,11800
